"IDpol","ClaimNb","Exposure","VehPower","VehAge","DrivAge","BonusMalus","VehBrand","VehGas","Area","Density","Region","TotalClaimAmount","DrivAge_Band","BM_Band"
"2077941",1,1,7,2,67,50,"B1","Diesel","C",426,"Languedoc-Roussillon",1172,"[65,100]","[49,60)"
"2077976",1,1,7,5,30,71,"B5","Regular","D",1326,"Provence-Alpes-Cotes-D'Azur",1172,"[25,35)","[70,80)"
"2077992",1,0.82,5,12,57,50,"B5","Diesel","C",159,"Provence-Alpes-Cotes-D'Azur",1141.45,"[55,65)","[49,60)"
"2078015",1,1,7,12,37,50,"B5","Diesel","D",776,"Provence-Alpes-Cotes-D'Azur",1172,"[35,45)","[49,60)"
"2078066",1,1,7,8,60,50,"B5","Regular","C",118,"Provence-Alpes-Cotes-D'Azur",390.98,"[55,65)","[49,60)"
"2078106",1,1,4,13,41,50,"B6","Regular","E",3628,"Rhone-Alpes",87.51,"[35,45)","[49,60)"
"2078131",1,1,6,5,51,50,"B2","Diesel","C",242,"Rhone-Alpes",288.03,"[45,55)","[49,60)"
"2078144",1,0.58,4,11,50,50,"B1","Regular","C",242,"Rhone-Alpes",3747.2,"[45,55)","[49,60)"
"2078188",1,1,8,8,78,55,"B12","Regular","C",182,"Rhone-Alpes",1151.05,"[65,100]","[49,60)"
"2078190",1,1,10,12,83,50,"B12","Diesel","C",182,"Rhone-Alpes",942.47,"[65,100]","[49,60)"
"2078213",1,1,5,3,49,50,"B6","Diesel","C",242,"Rhone-Alpes",11451.24,"[45,55)","[49,60)"
"2078281",1,0.82,8,1,49,50,"B2","Diesel","C",291,"Rhone-Alpes",1172,"[45,55)","[49,60)"
"2078300",1,1,6,8,73,58,"B1","Diesel","C",140,"Rhone-Alpes",1172,"[65,100]","[49,60)"
"2078308",1,1,9,8,69,58,"B1","Regular","B",96,"Rhone-Alpes",1172,"[65,100]","[49,60)"
"2078359",1,1,4,3,53,50,"B12","Regular","C",156,"Rhone-Alpes",80.13,"[45,55)","[49,60)"
"2078406",1,0.08,6,6,28,101,"B2","Diesel","D",1482,"Rhone-Alpes",1786.17,"[25,35)","[100,250]"
"2078435",1,1,9,9,45,50,"B2","Regular","C",138,"Rhone-Alpes",98.31,"[45,55)","[49,60)"
"2078462",1,1,10,10,40,50,"B12","Diesel","B",90,"Rhone-Alpes",79.36,"[35,45)","[49,60)"
"2078475",1,1,7,1,34,78,"B2","Regular","C",242,"Rhone-Alpes",1563.77,"[25,35)","[70,80)"
"2078481",1,0.58,9,4,46,90,"B12","Regular","C",242,"Rhone-Alpes",2643.07,"[45,55)","[90,100)"
"2078496",1,1,8,8,33,60,"B6","Regular","D",653,"Rhone-Alpes",990.69,"[25,35)","[60,70)"
"2078498",1,1,4,11,38,55,"B2","Regular","E",2038,"Rhone-Alpes",10000,"[35,45)","[49,60)"
"2078501",1,0.66,7,11,22,90,"B11","Regular","C",182,"Rhone-Alpes",1813.46,"[17,25)","[90,100)"
"2078542",1,1,6,4,37,57,"B5","Diesel","D",930,"Picardie",198.62,"[35,45)","[49,60)"
"2078562",1,1,6,6,29,64,"B1","Diesel","D",930,"Picardie",105.97,"[25,35)","[60,70)"
"2078579",1,1,7,9,42,50,"B5","Regular","E",2740,"Picardie",625.74,"[35,45)","[49,60)"
"2078583",1,1,7,8,51,53,"B1","Regular","E",2740,"Picardie",74.65,"[45,55)","[49,60)"
"2078598",1,1,5,2,47,50,"B5","Regular","E",2740,"Picardie",75.98,"[45,55)","[49,60)"
"2078647",1,1,6,8,34,54,"B3","Diesel","A",36,"Picardie",75.83,"[25,35)","[49,60)"
"2078650",1,1,5,1,53,58,"B3","Diesel","E",2648,"Nord-Pas-de-Calais",1172,"[45,55)","[49,60)"
"2078708",1,1,7,5,79,50,"B2","Regular","E",2715,"Provence-Alpes-Cotes-D'Azur",1172,"[65,100]","[49,60)"
"2078722",1,1,4,8,41,50,"B2","Diesel","D",1232,"Provence-Alpes-Cotes-D'Azur",1624.53,"[35,45)","[49,60)"
"2078725",1,0.58,7,1,74,54,"B1","Regular","B",71,"Provence-Alpes-Cotes-D'Azur",677.04,"[65,100]","[49,60)"
"2078752",1,0.49,6,8,55,50,"B1","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur",1073.31,"[55,65)","[49,60)"
"2078760",1,1,10,10,42,55,"B2","Regular","D",1232,"Provence-Alpes-Cotes-D'Azur",1172,"[35,45)","[49,60)"
"2078799",2,1,6,7,60,73,"B4","Regular","A",30,"Provence-Alpes-Cotes-D'Azur",2344,"[55,65)","[70,80)"
"2078814",1,1,5,6,32,50,"B3","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur",3000,"[25,35)","[49,60)"
"2078832",1,0.32,8,1,52,56,"B2","Regular","D",610,"Provence-Alpes-Cotes-D'Azur",1172,"[45,55)","[49,60)"
"2078838",1,0.99,8,11,29,50,"B4","Regular","B",75,"Provence-Alpes-Cotes-D'Azur",1172,"[25,35)","[49,60)"
"2078866",1,1,6,14,70,50,"B5","Regular","D",1629,"Provence-Alpes-Cotes-D'Azur",1172,"[65,100]","[49,60)"
"2078871",1,1,5,1,67,55,"B1","Regular","C",122,"Provence-Alpes-Cotes-D'Azur",1172,"[65,100]","[49,60)"
"2078884",1,1,5,14,59,50,"B2","Regular","B",75,"Provence-Alpes-Cotes-D'Azur",1172,"[55,65)","[49,60)"
"2078925",1,1,5,6,51,62,"B2","Regular","C",177,"Provence-Alpes-Cotes-D'Azur",1172,"[45,55)","[60,70)"
"2078929",1,0.53,11,11,47,85,"B1","Diesel","D",1232,"Provence-Alpes-Cotes-D'Azur",1172,"[45,55)","[80,90)"
"2078938",1,1,7,7,50,50,"B1","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur",1172,"[45,55)","[49,60)"
"2078970",1,0.88,5,8,41,50,"B5","Diesel","C",104,"Provence-Alpes-Cotes-D'Azur",678.81,"[35,45)","[49,60)"
"2079083",1,0.86,6,7,55,50,"B1","Diesel","C",125,"Alsace",1924.85,"[55,65)","[49,60)"
"2079122",1,0.84,7,3,47,50,"B5","Regular","D",1739,"Alsace",570.84,"[45,55)","[49,60)"
"2079181",1,1,5,6,43,59,"B3","Diesel","E",3374,"Alsace",1172,"[35,45)","[49,60)"
"2079184",1,0.67,5,3,44,50,"B3","Diesel","D",642,"Alsace",1172,"[35,45)","[49,60)"
"2079185",1,1,12,3,60,50,"B10","Regular","E",3374,"Alsace",1172,"[55,65)","[49,60)"
"2079223",1,1,5,3,54,50,"B2","Regular","E",3374,"Alsace",1172,"[45,55)","[49,60)"
"2079543",1,1,5,13,33,50,"B2","Diesel","B",98,"Bretagne",708.07,"[25,35)","[49,60)"
"2079553",1,1,5,13,52,55,"B2","Diesel","C",461,"Bretagne",1172,"[45,55)","[49,60)"
"2079557",1,1,4,7,80,55,"B2","Regular","E",3021,"Bretagne",1172,"[65,100]","[49,60)"
"2079565",1,1,9,3,71,50,"B6","Regular","C",262,"Bretagne",1172,"[65,100]","[49,60)"
"2079602",1,0.24,9,13,28,74,"B2","Regular","A",32,"Bretagne",343.32,"[25,35)","[70,80)"
"2079641",1,0.66,7,15,62,64,"B1","Regular","E",3657,"Rhone-Alpes",82,"[55,65)","[60,70)"
"2079649",1,1,6,5,29,76,"B3","Diesel","C",184,"Rhone-Alpes",662.54,"[25,35)","[70,80)"
"2079653",1,1,5,4,81,100,"B2","Diesel","E",3946,"Rhone-Alpes",1172,"[65,100]","[100,250]"
"2079671",1,1,9,17,54,76,"B1","Regular","E",3946,"Rhone-Alpes",1520,"[45,55)","[70,80)"
"2079762",1,0.4,8,6,39,60,"B2","Diesel","D",1063,"Rhone-Alpes",1246.19,"[35,45)","[60,70)"
"2079794",1,1,6,10,57,50,"B1","Diesel","C",120,"Rhone-Alpes",373.93,"[55,65)","[49,60)"
"2079818",1,0.18,8,22,26,140,"B2","Diesel","E",3103,"Rhone-Alpes",1172,"[25,35)","[100,250]"
"2079860",1,0.84,4,10,34,54,"B5","Regular","C",439,"Rhone-Alpes",1472.3,"[25,35)","[49,60)"
"2079917",1,1,6,9,48,50,"B1","Diesel","A",6,"Limousin",586,"[45,55)","[49,60)"
"2079919",1,1,7,10,60,50,"B2","Diesel","D",1313,"Centre",1472,"[55,65)","[49,60)"
"2079955",1,1,7,13,44,50,"B3","Regular","C",213,"Limousin",415.24,"[35,45)","[49,60)"
"2079963",1,1,7,3,52,50,"B10","Diesel","C",213,"Limousin",4917.39,"[45,55)","[49,60)"
"2079992",1,1,5,10,40,72,"B2","Regular","A",25,"Limousin",1395,"[35,45)","[70,80)"
"2079999",1,0.48,6,12,52,50,"B1","Diesel","C",213,"Limousin",1154.9,"[45,55)","[49,60)"
"2080009",1,1,5,12,36,67,"B3","Regular","C",235,"Limousin",1172,"[35,45)","[60,70)"
"2080012",1,1,7,5,62,73,"B2","Diesel","C",213,"Limousin",1172,"[55,65)","[70,80)"
"2080014",1,1,6,11,43,50,"B2","Diesel","C",243,"Limousin",1172,"[35,45)","[49,60)"
"2080016",1,1,6,1,47,62,"B2","Diesel","A",8,"Limousin",2056.59,"[45,55)","[60,70)"
"2080068",1,1,4,12,67,50,"B2","Regular","A",22,"Pays-de-la-Loire",1172,"[65,100]","[49,60)"
"2080072",1,0.29,7,13,59,54,"B2","Regular","A",25,"Limousin",35.33,"[55,65)","[49,60)"
"2080118",1,1,7,2,37,50,"B6","Diesel","C",213,"Limousin",1172,"[35,45)","[49,60)"
"2080156",1,0.9,7,4,39,50,"B1","Diesel","B",60,"Nord-Pas-de-Calais",375.66,"[35,45)","[49,60)"
"2080204",1,0.64,7,9,55,50,"B11","Diesel","C",123,"Haute-Normandie",2282,"[55,65)","[49,60)"
"2080223",1,1,5,3,44,64,"B3","Regular","D",817,"Nord-Pas-de-Calais",4172,"[35,45)","[60,70)"
"2080235",1,0.89,7,2,63,50,"B3","Diesel","B",60,"Nord-Pas-de-Calais",1172,"[55,65)","[49,60)"
"2080244",1,1,6,6,46,76,"B3","Regular","C",115,"Nord-Pas-de-Calais",1172,"[45,55)","[70,80)"
"2080284",1,0.38,6,4,25,85,"B2","Diesel","C",135,"Nord-Pas-de-Calais",573.69,"[25,35)","[80,90)"
"2080294",1,1,6,2,38,50,"B1","Diesel","D",817,"Nord-Pas-de-Calais",1172,"[35,45)","[49,60)"
"2080308",1,1,6,3,63,55,"B1","Diesel","B",61,"Nord-Pas-de-Calais",1172,"[55,65)","[49,60)"
"2080334",1,0.75,7,6,39,50,"B1","Diesel","C",135,"Nord-Pas-de-Calais",186.27,"[35,45)","[49,60)"
"2080360",2,1,6,1,68,69,"B1","Diesel","E",2365,"Nord-Pas-de-Calais",2061.23,"[65,100]","[60,70)"
"2080402",1,0.33,7,13,51,50,"B2","Diesel","D",817,"Nord-Pas-de-Calais",1171.28,"[45,55)","[49,60)"
"2080404",1,0.03,5,4,58,50,"B2","Regular","C",416,"Nord-Pas-de-Calais",5424,"[55,65)","[49,60)"
"2080484",1,0.15,6,7,29,71,"B2","Regular","C",158,"Bretagne",2172,"[25,35)","[70,80)"
"2080503",1,0.66,7,5,46,50,"B1","Regular","C",149,"Centre",67.46,"[45,55)","[49,60)"
"2080561",1,1,5,7,35,100,"B5","Diesel","D",1313,"Centre",1172,"[35,45)","[100,250]"
"2080575",1,0.11,5,10,40,60,"B2","Regular","A",16,"Centre",39172.64,"[35,45)","[60,70)"
"2080628",3,0.76,7,5,27,80,"B1","Diesel","D",1313,"Centre",4559.61,"[25,35)","[80,90)"
"2080706",1,1,6,9,43,50,"B2","Diesel","A",37,"Centre",96.14,"[35,45)","[49,60)"
"2080727",1,1,12,10,58,58,"B13","Regular","D",1457,"Pays-de-la-Loire",1172,"[55,65)","[49,60)"
"2080797",2,1,5,6,22,95,"B2","Regular","C",204,"Pays-de-la-Loire",1405.34,"[17,25)","[90,100)"
"2080834",1,0.12,4,4,53,50,"B13","Regular","D",851,"Pays-de-la-Loire",1172,"[45,55)","[49,60)"
"2080842",1,0.73,6,5,29,54,"B1","Diesel","D",522,"Pays-de-la-Loire",81.39,"[25,35)","[49,60)"
"2080888",1,0.7,7,1,39,50,"B2","Diesel","C",204,"Pays-de-la-Loire",1172,"[35,45)","[49,60)"
"2080929",1,1,13,7,43,71,"B10","Diesel","E",4128,"Pays-de-la-Loire",806.38,"[35,45)","[70,80)"
"2081045",1,1,8,2,45,96,"B3","Diesel","A",13,"Centre",1172,"[45,55)","[90,100)"
"2081092",1,1,4,12,48,118,"B2","Regular","B",57,"Centre",1172,"[45,55)","[100,250]"
"2081150",1,0.93,6,12,37,59,"B2","Diesel","B",57,"Centre",1172,"[35,45)","[49,60)"
"2081184",1,0.00547945205479452,9,10,43,50,"B1","Regular","B",57,"Centre",4416.52,"[35,45)","[49,60)"
"2081236",1,1,4,6,80,67,"B1","Regular","E",2733,"Provence-Alpes-Cotes-D'Azur",1172,"[65,100]","[60,70)"
"2081278",1,1,5,10,40,63,"B3","Diesel","C",197,"Provence-Alpes-Cotes-D'Azur",586,"[35,45)","[60,70)"
"2081288",1,1,4,6,37,50,"B1","Regular","C",336,"Provence-Alpes-Cotes-D'Azur",2338.51,"[35,45)","[49,60)"
"2081291",1,0.59,7,14,55,50,"B1","Regular","D",709,"Provence-Alpes-Cotes-D'Azur",80,"[55,65)","[49,60)"
"2081344",1,0.91,4,12,39,50,"B2","Regular","E",3430,"Provence-Alpes-Cotes-D'Azur",12172,"[35,45)","[49,60)"
"2081347",1,0.46,6,1,67,50,"B1","Regular","C",433,"Provence-Alpes-Cotes-D'Azur",73.18,"[65,100]","[49,60)"
"2081353",1,0.43,5,3,37,55,"B1","Diesel","C",262,"Provence-Alpes-Cotes-D'Azur",1172,"[35,45)","[49,60)"
"2081372",1,0.44,7,10,47,50,"B1","Regular","E",4762,"Provence-Alpes-Cotes-D'Azur",1072.61,"[45,55)","[49,60)"
"2081388",1,1,7,8,46,50,"B2","Regular","E",4762,"Provence-Alpes-Cotes-D'Azur",4158.51,"[45,55)","[49,60)"
"2081404",1,0.82,7,11,40,50,"B4","Regular","E",4762,"Provence-Alpes-Cotes-D'Azur",1172,"[35,45)","[49,60)"
"2081418",1,0.86,4,4,25,100,"B1","Regular","E",2733,"Provence-Alpes-Cotes-D'Azur",170.32,"[25,35)","[100,250]"
"2081460",1,0.9,11,10,82,50,"B13","Regular","E",4762,"Provence-Alpes-Cotes-D'Azur",454.29,"[65,100]","[49,60)"
"2081504",1,1,6,7,82,50,"B2","Regular","E",4762,"Provence-Alpes-Cotes-D'Azur",80.8,"[65,100]","[49,60)"
"2081510",1,0.06,7,13,50,50,"B2","Diesel","A",9,"Provence-Alpes-Cotes-D'Azur",1173.35,"[45,55)","[49,60)"
"2081572",1,1,7,4,55,60,"B1","Regular","A",35,"Poitou-Charentes",850.79,"[55,65)","[60,70)"
"2081612",1,1,6,7,30,71,"B1","Diesel","D",798,"Poitou-Charentes",1172,"[25,35)","[70,80)"
"2081704",1,0.49,6,3,23,112,"B1","Diesel","D",1253,"Midi-Pyrenees",634.06,"[17,25)","[100,250]"
"2081718",1,1,5,15,53,50,"B2","Regular","A",28,"Poitou-Charentes",1172,"[45,55)","[49,60)"
"2081724",1,1,14,10,38,50,"B12","Regular","C",435,"Poitou-Charentes",25.77,"[35,45)","[49,60)"
"2081757",2,0.86,5,5,30,106,"B1","Diesel","D",1974,"Poitou-Charentes",2344,"[25,35)","[100,250]"
"2081758",1,0.83,5,2,49,62,"B1","Diesel","B",77,"Languedoc-Roussillon",1172,"[45,55)","[60,70)"
"2081767",1,1,5,9,50,50,"B5","Diesel","A",36,"Poitou-Charentes",1172,"[45,55)","[49,60)"
"2081784",1,0.33,5,7,40,50,"B1","Regular","A",19,"Poitou-Charentes",67986.88,"[35,45)","[49,60)"
"2081887",1,1,6,4,48,50,"B2","Diesel","C",298,"Centre",1093.61,"[45,55)","[49,60)"
"2081945",1,1,6,2,50,50,"B10","Diesel","B",72,"Centre",88.05,"[45,55)","[49,60)"
"2082059",1,0.45,4,7,48,50,"B6","Regular","D",1313,"Centre",78.16,"[45,55)","[49,60)"
"2082073",1,1,7,5,43,50,"B2","Diesel","A",25,"Centre",1172,"[35,45)","[49,60)"
"2082093",1,0.32,5,17,27,76,"B5","Diesel","C",298,"Centre",1172,"[25,35)","[70,80)"
"2082246",1,0.92,5,11,76,50,"B5","Regular","C",212,"Lorraine",1329.14,"[65,100]","[49,60)"
"2082251",2,1,5,16,57,55,"B1","Diesel","D",782,"Provence-Alpes-Cotes-D'Azur",2994.32,"[55,65)","[49,60)"
"2082253",1,1,7,8,64,58,"B4","Diesel","D",1397,"Lorraine",1172,"[55,65)","[49,60)"
"2082343",1,1,6,8,57,50,"B2","Diesel","C",166,"Lorraine",1172,"[55,65)","[49,60)"
"2082416",1,1,7,6,76,50,"B5","Regular","D",1601,"Lorraine",1172,"[65,100]","[49,60)"
"2082422",1,0.57,7,7,76,50,"B5","Regular","D",1601,"Lorraine",1172,"[65,100]","[49,60)"
"2082425",1,0.25,9,4,50,60,"B1","Diesel","A",38,"Lorraine",1068,"[45,55)","[60,70)"
"2082430",1,1,6,4,52,62,"B2","Diesel","D",1601,"Lorraine",453.94,"[45,55)","[60,70)"
"2082434",1,1,7,4,45,50,"B2","Regular","E",3134,"Alsace",1172,"[45,55)","[49,60)"
"2082445",1,1,4,1,31,63,"B2","Regular","E",3963,"Languedoc-Roussillon",1172,"[25,35)","[60,70)"
"2082550",2,0.89,6,9,47,50,"B1","Diesel","D",647,"Lorraine",2766.35,"[45,55)","[49,60)"
"2082574",1,0.41,5,14,33,64,"B2","Regular","D",586,"Lorraine",1168.9,"[25,35)","[60,70)"
"2082616",1,1,7,12,64,50,"B1","Regular","E",3973,"Ile-de-France",1484.97,"[55,65)","[49,60)"
"2082620",1,0.46,5,3,32,72,"B1","Diesel","C",115,"Ile-de-France",1172,"[25,35)","[70,80)"
"2082646",2,1,5,8,50,73,"B2","Diesel","D",1191,"Ile-de-France",5396,"[45,55)","[70,80)"
"2082677",1,0.83,5,9,46,85,"B1","Regular","D",1191,"Ile-de-France",38.44,"[45,55)","[80,90)"
"2082696",1,1,5,18,33,106,"B1","Regular","D",1146,"Ile-de-France",1172,"[25,35)","[100,250]"
"2082754",1,0.65,8,6,65,100,"B10","Diesel","B",83,"Ile-de-France",1172,"[65,100]","[100,250]"
"2082771",1,1,6,5,77,50,"B13","Diesel","C",269,"Ile-de-France",81.33,"[65,100]","[49,60)"
"2082809",1,1,6,2,74,50,"B2","Regular","D",583,"Provence-Alpes-Cotes-D'Azur",1172,"[65,100]","[49,60)"
"2082818",1,1,6,8,27,112,"B3","Diesel","B",58,"Ile-de-France",1172,"[25,35)","[100,250]"
"2082845",1,0.29,5,2,50,50,"B2","Diesel","B",54,"Basse-Normandie",85.8,"[45,55)","[49,60)"
"2082873",1,1,6,5,54,63,"B1","Diesel","C",283,"Basse-Normandie",1172,"[45,55)","[60,70)"
"2082920",1,0.96,5,8,58,50,"B13","Diesel","D",593,"Basse-Normandie",1172,"[55,65)","[49,60)"
"2082924",1,0.84,6,6,46,50,"B12","Regular","C",111,"Basse-Normandie",6195.9,"[45,55)","[49,60)"
"2082949",1,1,9,3,52,50,"B5","Regular","B",60,"Basse-Normandie",69.19,"[45,55)","[49,60)"
"2082957",1,0.44,5,9,24,76,"B5","Diesel","A",48,"Basse-Normandie",1145,"[17,25)","[70,80)"
"2082990",1,1,7,11,38,50,"B5","Diesel","A",49,"Basse-Normandie",1172,"[35,45)","[49,60)"
"2083003",1,0.41,4,15,30,64,"B3","Diesel","E",2472,"Rhone-Alpes",1172,"[25,35)","[60,70)"
"2083016",1,0.74,5,9,33,60,"B3","Regular","C",200,"Rhone-Alpes",80.91,"[25,35)","[60,70)"
"2083017",1,0.58,7,15,37,64,"B3","Regular","E",5449,"Rhone-Alpes",1172,"[35,45)","[60,70)"
"2083047",1,1,6,9,47,50,"B12","Regular","C",116,"Rhone-Alpes",818.94,"[45,55)","[49,60)"
"2083096",1,0.49,9,7,57,50,"B12","Regular","D",1557,"Rhone-Alpes",3582.73,"[55,65)","[49,60)"
"2083124",1,1,7,6,66,63,"B12","Regular","D",1328,"Rhone-Alpes",3000,"[65,100]","[60,70)"
"2083132",1,1,4,14,52,50,"B2","Regular","C",263,"Rhone-Alpes",924.43,"[45,55)","[49,60)"
"2083147",1,0.53,7,12,29,68,"B1","Regular","E",5449,"Rhone-Alpes",1172,"[25,35)","[60,70)"
"2083175",1,0.55,8,14,42,100,"B12","Regular","E",4646,"Rhone-Alpes",1172,"[35,45)","[100,250]"
"2083188",1,0.29,6,10,47,50,"B1","Diesel","E",5449,"Rhone-Alpes",42542.89,"[45,55)","[49,60)"
"2083280",1,0.3,5,5,54,50,"B1","Regular","D",509,"Rhone-Alpes",97.36,"[45,55)","[49,60)"
"2083294",1,1,6,11,51,50,"B1","Diesel","E",5449,"Rhone-Alpes",170.65,"[45,55)","[49,60)"
"2083321",1,1,7,15,32,80,"B2","Regular","C",201,"Rhone-Alpes",1172,"[25,35)","[80,90)"
"2083327",1,1,6,12,46,82,"B1","Diesel","D",881,"Poitou-Charentes",1172,"[45,55)","[80,90)"
"2083390",1,1,5,9,45,50,"B1","Diesel","B",98,"Pays-de-la-Loire",1158.75,"[45,55)","[49,60)"
"2083401",1,0.96,7,16,23,90,"B1","Regular","D",881,"Poitou-Charentes",365.29,"[17,25)","[90,100)"
"2083404",1,0.07,5,4,24,125,"B2","Diesel","D",881,"Poitou-Charentes",19281.82,"[17,25)","[100,250]"
"2083422",1,0.98,4,1,51,85,"B2","Regular","A",45,"Poitou-Charentes",1172,"[45,55)","[80,90)"
"2083434",1,0.86,4,9,44,106,"B6","Regular","D",881,"Poitou-Charentes",473.21,"[35,45)","[100,250]"
"2083435",1,1,7,9,37,50,"B2","Diesel","D",881,"Poitou-Charentes",1172,"[35,45)","[49,60)"
"2083452",1,0.41,6,4,61,50,"B4","Diesel","A",21,"Pays-de-la-Loire",150.27,"[55,65)","[49,60)"
"2083458",1,0.75,10,11,56,51,"B2","Diesel","C",104,"Poitou-Charentes",798.05,"[55,65)","[49,60)"
"2083498",1,0.23,8,16,18,100,"B2","Regular","B",63,"Poitou-Charentes",10000,"[17,25)","[100,250]"
"2083531",1,0.21,7,16,40,50,"B2","Regular","C",132,"Languedoc-Roussillon",201.12,"[35,45)","[49,60)"
"2083547",1,0.38,8,10,36,64,"B4","Regular","E",2415,"Rhone-Alpes",4100.03,"[35,45)","[60,70)"
"2083569",1,1,7,6,59,62,"B6","Diesel","C",232,"Rhone-Alpes",1172,"[55,65)","[60,70)"
"2083612",1,1,8,21,40,50,"B6","Regular","B",71,"Rhone-Alpes",124.1,"[35,45)","[49,60)"
"2083755",1,0.82,4,10,19,100,"B2","Regular","C",170,"Rhone-Alpes",4172,"[17,25)","[100,250]"
"2083772",1,0.09,4,15,20,100,"B2","Regular","B",78,"Rhone-Alpes",1172,"[17,25)","[100,250]"
"2083838",1,1,8,2,49,50,"B6","Diesel","D",1282,"Nord-Pas-de-Calais",1326.62,"[45,55)","[49,60)"
"2083848",1,1,4,13,47,50,"B1","Regular","E",2656,"Nord-Pas-de-Calais",120.64,"[45,55)","[49,60)"
"2083900",2,0.86,6,11,80,106,"B1","Regular","D",1466,"Nord-Pas-de-Calais",1421.15,"[65,100]","[100,250]"
"2083903",1,1,7,10,40,50,"B1","Diesel","D",1466,"Nord-Pas-de-Calais",1172,"[35,45)","[49,60)"
"2083915",1,1,11,10,47,62,"B2","Regular","D",1442,"Nord-Pas-de-Calais",1172,"[45,55)","[60,70)"
"2083964",1,0.64,4,5,49,50,"B2","Regular","D",636,"Nord-Pas-de-Calais",3033,"[45,55)","[49,60)"
"2084014",1,0.93,7,7,43,50,"B1","Diesel","D",1466,"Nord-Pas-de-Calais",1172,"[35,45)","[49,60)"
"2084018",1,1,6,16,54,50,"B3","Regular","D",1466,"Nord-Pas-de-Calais",76,"[45,55)","[49,60)"
"2084075",1,1,6,12,53,80,"B1","Diesel","D",575,"Nord-Pas-de-Calais",1172,"[45,55)","[80,90)"
"2084125",1,0.67,6,7,45,50,"B12","Regular","E",2795,"Nord-Pas-de-Calais",1151.31,"[45,55)","[49,60)"
"2084128",1,0.77,6,5,39,50,"B12","Regular","E",2795,"Nord-Pas-de-Calais",1172,"[35,45)","[49,60)"
"2084149",1,0.53,6,7,44,50,"B4","Regular","D",845,"Nord-Pas-de-Calais",1500,"[35,45)","[49,60)"
"2084173",1,1,6,1,31,71,"B12","Diesel","D",1403,"Nord-Pas-de-Calais",1172,"[25,35)","[70,80)"
"2084234",1,1,5,3,77,73,"B2","Regular","C",145,"Midi-Pyrenees",1172,"[65,100]","[70,80)"
"2084256",1,1,5,11,33,50,"B2","Diesel","A",23,"Aquitaine",80.65,"[25,35)","[49,60)"
"2084260",1,1,6,13,37,88,"B6","Regular","B",55,"Aquitaine",1172,"[35,45)","[80,90)"
"2084277",1,1,4,12,45,50,"B1","Regular","C",150,"Aquitaine",1172,"[45,55)","[49,60)"
"2084282",1,1,7,7,59,60,"B2","Diesel","E",3301,"Midi-Pyrenees",77,"[55,65)","[60,70)"
"2084316",1,0.09,5,17,62,50,"B1","Diesel","B",58,"Aquitaine",1172,"[55,65)","[49,60)"
"2084328",1,1,5,3,86,50,"B2","Diesel","C",301,"Midi-Pyrenees",1172,"[65,100]","[49,60)"
"2084355",1,1,6,2,80,77,"B2","Diesel","B",52,"Aquitaine",1172,"[65,100]","[70,80)"
"2084522",1,1,6,6,59,81,"B2","Diesel","D",1313,"Centre",10000,"[55,65)","[80,90)"
"2084552",1,1,6,12,26,80,"B1","Diesel","C",214,"Centre",1172,"[25,35)","[80,90)"
"2084637",1,1,7,4,62,50,"B4","Regular","D",1313,"Centre",25.25,"[55,65)","[49,60)"
"2084644",1,1,5,3,45,50,"B1","Regular","D",1313,"Centre",632.57,"[45,55)","[49,60)"
"2084649",1,0.98,6,4,33,50,"B2","Diesel","C",229,"Franche-Comte",226.7,"[25,35)","[49,60)"
"2084664",1,0.08,6,14,44,57,"B1","Diesel","B",86,"Centre",1172,"[35,45)","[49,60)"
"2084674",1,1,6,18,43,63,"B5","Regular","C",157,"Bretagne",1172,"[35,45)","[60,70)"
"2084687",1,1,6,12,53,50,"B1","Diesel","E",9817,"Ile-de-France",586,"[45,55)","[49,60)"
"2084699",1,0.58,4,9,38,57,"B5","Regular","D",1602,"Bretagne",1172,"[35,45)","[49,60)"
"2084732",1,0.58,6,8,49,53,"B1","Diesel","B",55,"Bretagne",605.08,"[45,55)","[49,60)"
"2084746",1,0.9,9,14,32,72,"B1","Regular","A",28,"Bretagne",746.6,"[25,35)","[70,80)"
"2084791",1,1,6,3,33,56,"B3","Diesel","B",57,"Bretagne",1739.38,"[25,35)","[49,60)"
"2084793",1,1,6,3,51,68,"B1","Diesel","A",32,"Bretagne",429.38,"[45,55)","[60,70)"
"2084819",1,1,9,6,37,50,"B1","Regular","B",99,"Bretagne",30000,"[35,45)","[49,60)"
"2084829",1,0.44,6,7,20,125,"B3","Diesel","A",31,"Bretagne",1172,"[17,25)","[100,250]"
"2084830",1,0.29,6,7,20,125,"B3","Diesel","A",31,"Bretagne",16288.25,"[17,25)","[100,250]"
"2084839",1,1,7,19,56,50,"B1","Diesel","A",39,"Bretagne",72,"[55,65)","[49,60)"
"2084939",1,0.3,4,10,34,50,"B2","Diesel","B",57,"Bretagne",1172,"[25,35)","[49,60)"
"2084942",1,0.58,6,4,48,73,"B2","Diesel","B",50,"Bretagne",2172,"[45,55)","[70,80)"
"2084976",1,1,6,12,42,50,"B2","Diesel","C",100,"Bretagne",34.68,"[35,45)","[49,60)"
